"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height,Number of Terminations,Stock
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.7KGRCT-ND,RC0603JR-072K7L,Yageo,RES 2.7K OHM 1/10W 5% 0603 SMD,268173,0,0.1,0,1,Cut Tape (CT),RC0603,2.7k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-33KGRCT-ND,RC0603JR-0733KL,Yageo,RES 33K OHM 1/10W 5% 0603 SMD,244116,0,0.1,0,1,Cut Tape (CT),RC0603,33k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-5.1KGRCT-ND,RC0603JR-075K1L,Yageo,RES 5.1K OHM 1/10W 5% 0603 SMD,248117,0,0.1,0,1,Cut Tape (CT),RC0603,5.1k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-10GRCT-ND,RC0603JR-0710RL,Yageo,RES 10 OHM 1/10W 5% 0603 SMD,246690,0,0.1,0,1,Cut Tape (CT),RC0603,10,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ200ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.9KGRCT-ND,RC0603JR-073K9L,Yageo,RES 3.9K OHM 1/10W 5% 0603 SMD,235935,0,0.1,0,1,Cut Tape (CT),RC0603,3.9k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-680GRCT-ND,RC0603JR-07680RL,Yageo,RES 680 OHM 1/10W 5% 0603 SMD,214690,0,0.1,0,1,Cut Tape (CT),RC0603,680,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.0KGRCT-ND,RC0603JR-072KL,Yageo,RES 2K OHM 1/10W 5% 0603 SMD,223747,0,0.1,0,1,Cut Tape (CT),RC0603,2k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-15KGRCT-ND,RC0603JR-0715KL,Yageo,RES 15K OHM 1/10W 5% 0603 SMD,195085,0,0.1,0,1,Cut Tape (CT),RC0603,15k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.3KGRCT-ND,RC0603JR-073K3L,Yageo,RES 3.3K OHM 1/10W 5% 0603 SMD,196844,0,0.1,0,1,Cut Tape (CT),RC0603,3.3k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-120GRCT-ND,RC0603JR-07120RL,Yageo,RES 120 OHM 1/10W 5% 0603 SMD,179720,0,0.1,0,1,Cut Tape (CT),RC0603,120,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-51KGRCT-ND,RC0603JR-0751KL,Yageo,RES 51K OHM 1/10W 5% 0603 SMD,178915,0,0.1,0,1,Cut Tape (CT),RC0603,51k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-110GRCT-ND,RC0603JR-07110RL,Yageo,RES 110 OHM 1/10W 5% 0603 SMD,170523,0,0.1,0,1,Cut Tape (CT),RC0603,110,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-51GRCT-ND,RC0603JR-0751RL,Yageo,RES 51 OHM 1/10W 5% 0603 SMD,170420,0,0.1,0,1,Cut Tape (CT),RC0603,51,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-6.8KGRCT-ND,RC0603JR-076K8L,Yageo,RES 6.8K OHM 1/10W 5% 0603 SMD,167033,0,0.1,0,1,Cut Tape (CT),RC0603,6.8k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-68KGRCT-ND,RC0603JR-0768KL,Yageo,RES 68K OHM 1/10W 5% 0603 SMD,164390,0,0.1,0,1,Cut Tape (CT),RC0603,68k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-160GRCT-ND,RC0603JR-07160RL,Yageo,RES 160 OHM 1/10W 5% 0603 SMD,151978,0,0.1,0,1,Cut Tape (CT),RC0603,160,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-200KGRCT-ND,RC0603JR-07200KL,Yageo,RES 200K OHM 1/10W 5% 0603 SMD,157134,0,0.1,0,1,Cut Tape (CT),RC0603,200k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-620GRCT-ND,RC0603JR-07620RL,Yageo,RES 620 OHM 1/10W 5% 0603 SMD,159842,0,0.1,0,1,Cut Tape (CT),RC0603,620,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.0KGRCT-ND,RC0603JR-073KL,Yageo,RES 3K OHM 1/10W 5% 0603 SMD,144644,0,0.1,0,1,Cut Tape (CT),RC0603,3k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-56KGRCT-ND,RC0603JR-0756KL,Yageo,RES 56K OHM 1/10W 5% 0603 SMD,147301,0,0.1,0,1,Cut Tape (CT),RC0603,56k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-20GRCT-ND,RC0603JR-0720RL,Yageo,RES 20 OHM 1/10W 5% 0603 SMD,145086,0,0.1,0,1,Cut Tape (CT),RC0603,20,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-12KGRCT-ND,RC0603JR-0712KL,Yageo,RES 12K OHM 1/10W 5% 0603 SMD,135102,0,0.1,0,1,Cut Tape (CT),RC0603,12k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-200GRCT-ND,RC0603JR-07200RL,Yageo,RES 200 OHM 1/10W 5% 0603 SMD,118712,0,0.1,0,1,Cut Tape (CT),RC0603,200,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.6KGRCT-ND,RC0603JR-073K6L,Yageo,RES 3.6K OHM 1/10W 5% 0603 SMD,121979,0,0.1,0,1,Cut Tape (CT),RC0603,3.6k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-18KGRCT-ND,RC0603JR-0718KL,Yageo,RES 18K OHM 1/10W 5% 0603 SMD,112565,0,0.1,0,1,Cut Tape (CT),RC0603,18k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-20KGRCT-ND,RC0603JR-0720KL,Yageo,RES 20K OHM 1/10W 5% 0603 SMD,115237,0,0.1,0,1,Cut Tape (CT),RC0603,20k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.0MGRCT-ND,RC0603JR-073ML,Yageo,RES 3M OHM 1/10W 5% 0603 SMD,114883,0,0.1,0,1,Cut Tape (CT),RC0603,3M,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-39GRCT-ND,RC0603JR-0739RL,Yageo,RES 39 OHM 1/10W 5% 0603 SMD,107324,0,0.1,0,1,Cut Tape (CT),RC0603,39,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-5.6KGRCT-ND,RC0603JR-075K6L,Yageo,RES 5.6K OHM 1/10W 5% 0603 SMD,109299,0,0.1,0,1,Cut Tape (CT),RC0603,5.6k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-560GRCT-ND,RC0603JR-07560RL,Yageo,RES 560 OHM 1/10W 5% 0603 SMD,103846,0,0.1,0,1,Cut Tape (CT),RC0603,560,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-360GRCT-ND,RC0603JR-07360RL,Yageo,RES 360 OHM 1/10W 5% 0603 SMD,102857,0,0.1,0,1,Cut Tape (CT),RC0603,360,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-39KGRCT-ND,RC0603JR-0739KL,Yageo,RES 39K OHM 1/10W 5% 0603 SMD,108113,0,0.1,0,1,Cut Tape (CT),RC0603,39k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-820GRCT-ND,RC0603JR-07820RL,Yageo,RES 820 OHM 1/10W 5% 0603 SMD,105842,0,0.1,0,1,Cut Tape (CT),RC0603,820,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-24KGRCT-ND,RC0603JR-0724KL,Yageo,RES 24K OHM 1/10W 5% 0603 SMD,104814,0,0.1,0,1,Cut Tape (CT),RC0603,24k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-30GRCT-ND,RC0603JR-0730RL,Yageo,RES 30 OHM 1/10W 5% 0603 SMD,94951,0,0.1,0,1,Cut Tape (CT),RC0603,30,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-330KGRCT-ND,RC0603JR-07330KL,Yageo,RES 330K OHM 1/10W 5% 0603 SMD,99927,0,0.1,0,1,Cut Tape (CT),RC0603,330k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-750GRCT-ND,RC0603JR-07750RL,Yageo,RES 750 OHM 1/10W 5% 0603 SMD,89110,0,0.1,0,1,Cut Tape (CT),RC0603,750,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-1.0GRCT-ND,RC0603JR-071RL,Yageo,RES 1 OHM 1/10W 5% 0603 SMD,85361,0,0.1,0,1,Cut Tape (CT),RC0603,1,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ200ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-10MGRCT-ND,RC0603JR-0710ML,Yageo,RES 10M OHM 1/10W 5% 0603 SMD,85484,0,0.1,0,1,Cut Tape (CT),RC0603,10M,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-2.4KGRCT-ND,RC0603JR-072K4L,Yageo,RES 2.4K OHM 1/10W 5% 0603 SMD,86028,0,0.1,0,1,Cut Tape (CT),RC0603,2.4k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-4.3KGRCT-ND,RC0603JR-074K3L,Yageo,RES 4.3K OHM 1/10W 5% 0603 SMD,90111,0,0.1,0,1,Cut Tape (CT),RC0603,4.3k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-1.2MGRCT-ND,RC0603JR-071M2L,Yageo,RES 1.2M OHM 1/10W 5% 0603 SMD,81897,0,0.1,0,1,Cut Tape (CT),RC0603,1.2M,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-1.6KGRCT-ND,RC0603JR-071K6L,Yageo,RES 1.6K OHM 1/10W 5% 0603 SMD,77653,0,0.1,0,1,Cut Tape (CT),RC0603,1.6k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-27KGRCT-ND,RC0603JR-0727KL,Yageo,RES 27K OHM 1/10W 5% 0603 SMD,84805,0,0.1,0,1,Cut Tape (CT),RC0603,27k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-3.3MGRCT-ND,RC0603JR-073M3L,Yageo,RES 3.3M OHM 1/10W 5% 0603 SMD,81503,0,0.1,0,1,Cut Tape (CT),RC0603,3.3M,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-43GRCT-ND,RC0603JR-0743RL,Yageo,RES 43 OHM 1/10W 5% 0603 SMD,80490,0,0.1,0,1,Cut Tape (CT),RC0603,43,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
http://www.yageo.com/documents/recent/PYu-RC0603_51_RoHS_L_4.pdf,http://media.digikey.com/Renders/Yageo%20Renders/RC0603FR-0710RL.jpg,311-820KGRCT-ND,RC0603JR-07820KL,Yageo,RES 820K OHM 1/10W 5% 0603 SMD,84919,0,0.1,0,1,Cut Tape (CT),RC0603,820k,¶ñ5%,"0.1W, 1/10W",Thick Film,Moisture Resistant,¶ñ100ppm/¶øC,-55¶øC ~ 155¶øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,
